income,loan_amount,dti_ratio,credit_score,employment_years,num_open_accounts,home_ownership,loan_purpose,region_risk_index,age_group,gender,region,default,split
47031,9023,0.2636,661,5.7,7,MORTGAGE,home_improvement,0.2746,26-40,M,north,0,test
29988,12218,0.3341,782,8.8,4,OWN,debt_consolidation,0.8858,26-40,F,west,1,train
30395,8317,0.1787,722,18.5,6,OWN,debt_consolidation,0.1558,41-60,M,north,0,train
27635,8550,0.3446,716,17.4,3,MORTGAGE,debt_consolidation,0.38,41-60,M,south,1,train
43783,7166,0.0971,708,6.2,4,MORTGAGE,major_purchase,0.8184,41-60,F,west,0,validation
39009,6183,0.1177,613,3.5,1,MORTGAGE,major_purchase,0.3602,41-60,F,south,0,train
49735,18568,0.2683,720,1.2,4,OWN,medical,0.6442,18-25,F,east,0,train
18374,9351,0.7063,707,16.7,6,MORTGAGE,debt_consolidation,0.7241,41-60,F,west,1,test
27763,11712,0.5378,658,1.3,3,RENT,medical,0.207,18-25,M,north,1,train
78669,24382,0.2357,602,0.5,5,MORTGAGE,medical,0.3725,26-40,F,south,1,train
83620,36880,0.2561,769,9.9,5,OWN,debt_consolidation,0.6453,26-40,M,east,0,train
89124,40519,0.3657,726,2.3,2,RENT,home_improvement,0.4045,18-25,F,south,1,test
61178,6715,0.1172,731,5.5,4,RENT,medical,0.1694,26-40,F,north,0,test
42203,20251,0.6704,797,10.9,7,RENT,debt_consolidation,0.9043,41-60,F,west,0,train
26525,4845,0.2261,644,7.9,3,MORTGAGE,debt_consolidation,0.4242,26-40,F,south,1,validation
72853,9353,0.1693,658,2.0,7,MORTGAGE,debt_consolidation,0.1684,41-60,M,north,0,train
34996,14898,0.485,638,2.6,6,MORTGAGE,small_business,0.8168,26-40,F,west,0,train
65859,17920,0.319,678,1.5,5,MORTGAGE,home_improvement,0.1869,41-60,M,north,0,train
82900,31112,0.4735,704,10.1,4,OWN,debt_consolidation,0.4993,41-60,M,east,1,train
40515,25483,0.3596,710,8.2,3,RENT,debt_consolidation,0.6005,26-40,M,east,1,train
40968,22157,0.3082,696,3.1,7,MORTGAGE,major_purchase,0.5926,41-60,F,east,0,train
33304,12891,0.3177,735,0.8,4,RENT,debt_consolidation,0.3758,26-40,M,south,0,validation
93270,60758,0.75,725,3.4,7,RENT,debt_consolidation,0.437,60+,M,south,0,validation
40500,23897,0.75,743,2.9,8,OWN,home_improvement,0.5886,41-60,M,east,1,train
34758,14632,0.3565,783,6.5,8,MORTGAGE,major_purchase,0.363,18-25,M,south,1,validation
66249,19434,0.3921,684,16.4,7,MORTGAGE,debt_consolidation,0.8137,41-60,M,west,1,train
27250,16841,0.3177,668,3.3,7,RENT,small_business,0.1394,18-25,M,north,1,validation
38236,18657,0.2826,751,10.6,2,OWN,medical,0.1444,26-40,M,north,0,train
60792,6855,0.1277,652,3.2,2,RENT,major_purchase,0.7479,18-25,M,west,1,test
61534,7584,0.1114,643,6.6,7,MORTGAGE,medical,0.4709,41-60,F,south,0,train
44828,14264,0.2276,671,7.6,2,OWN,debt_consolidation,0.8695,18-25,M,west,1,train
36514,11962,0.2756,726,3.3,4,RENT,debt_consolidation,0.4934,18-25,F,south,0,train
20413,11591,0.6681,766,6.1,4,RENT,medical,0.8765,26-40,F,west,1,train
43505,7410,0.1421,705,7.4,8,RENT,major_purchase,0.3484,26-40,M,south,1,train
63846,38444,0.7147,510,6.8,4,RENT,home_improvement,0.7639,41-60,M,west,1,train
61576,37661,0.75,658,6.6,6,MORTGAGE,small_business,0.1105,26-40,F,north,0,train
55066,5548,0.1248,727,2.7,2,MORTGAGE,home_improvement,0.1788,60+,M,north,0,validation
33148,8227,0.3001,711,11.4,6,OWN,debt_consolidation,0.1708,60+,F,north,1,train
49916,14018,0.3081,709,3.2,4,RENT,home_improvement,0.1939,60+,F,north,1,train
65123,15987,0.3413,588,13.8,2,RENT,small_business,0.6442,41-60,M,east,0,validation
45651,19581,0.483,677,2.8,5,MORTGAGE,major_purchase,0.6298,60+,F,east,1,train
40420,18772,0.3667,648,7.9,5,OWN,home_improvement,0.5718,26-40,M,east,0,train
29201,8842,0.1789,518,3.6,5,MORTGAGE,home_improvement,0.1175,26-40,F,north,0,train
80838,43035,0.3273,691,12.6,6,RENT,debt_consolidation,0.1755,18-25,F,north,0,validation
55099,31715,0.6911,714,9.6,2,RENT,debt_consolidation,0.4394,18-25,F,south,0,validation
68407,21135,0.3357,643,11.7,5,MORTGAGE,debt_consolidation,0.8631,41-60,F,west,0,validation
71493,12467,0.2124,820,11.5,5,MORTGAGE,major_purchase,0.7262,18-25,M,west,0,train
73653,9214,0.1212,616,4.7,3,RENT,small_business,0.1079,41-60,F,north,0,train
47549,14600,0.2404,700,10.6,5,RENT,debt_consolidation,0.8485,41-60,M,west,0,train
34436,5618,0.1834,724,6.4,8,MORTGAGE,medical,0.584,41-60,F,east,0,train
25059,5383,0.1972,679,6.2,5,RENT,debt_consolidation,0.5133,18-25,M,south,0,train
79159,46762,0.4503,712,20.4,2,OWN,debt_consolidation,0.5997,18-25,M,east,1,train
53702,29903,0.5304,698,9.6,6,RENT,major_purchase,0.6082,41-60,F,east,0,validation
46051,12820,0.1814,654,11.5,5,RENT,home_improvement,0.1179,26-40,M,north,0,train
85442,36879,0.4995,715,5.8,4,MORTGAGE,debt_consolidation,0.7945,26-40,M,west,1,train
74059,49405,0.75,741,4.1,2,RENT,debt_consolidation,0.1807,18-25,M,north,0,test
91232,29687,0.211,634,6.9,2,MORTGAGE,medical,0.8298,41-60,F,west,0,train
28943,3126,0.13,643,16.6,6,OWN,medical,0.2141,26-40,F,north,0,validation
36931,13122,0.4726,744,8.3,7,OWN,major_purchase,0.7618,18-25,F,west,1,train
97461,57242,0.5508,788,1.4,3,RENT,small_business,0.8713,18-25,M,west,1,train
58998,20537,0.3435,660,1.9,3,MORTGAGE,medical,0.5262,18-25,M,south,1,test
136550,82716,0.5246,759,9.5,1,MORTGAGE,debt_consolidation,0.8486,41-60,F,west,1,train
84409,19547,0.1493,604,5.4,1,RENT,home_improvement,0.5738,26-40,F,east,1,train
51013,13813,0.2434,774,6.2,3,MORTGAGE,home_improvement,0.6,41-60,F,east,0,train
59057,24470,0.3303,700,2.6,2,OWN,medical,0.1152,26-40,M,north,0,train
38277,7405,0.2459,667,4.7,4,MORTGAGE,home_improvement,0.6156,18-25,M,east,0,train
37184,6595,0.131,734,6.8,3,OWN,major_purchase,0.5162,60+,M,east,0,validation
39155,20213,0.2718,698,2.9,2,RENT,debt_consolidation,0.9038,41-60,M,west,0,train
40381,20269,0.6557,616,5.3,4,MORTGAGE,major_purchase,0.3201,41-60,M,south,0,train
40055,11951,0.1788,578,9.1,8,RENT,home_improvement,0.423,41-60,M,south,1,train
62229,30016,0.4139,687,2.6,4,RENT,home_improvement,0.2441,41-60,M,north,1,train
35027,21870,0.3559,659,1.6,5,RENT,home_improvement,0.5568,60+,M,east,1,train
24436,1000,0.0548,720,4.6,5,MORTGAGE,medical,0.8337,26-40,F,west,0,train
38838,7868,0.2286,703,2.7,12,MORTGAGE,home_improvement,0.7332,18-25,M,west,0,test
130405,83840,0.6618,774,2.6,7,MORTGAGE,medical,0.5954,41-60,M,east,1,train
72762,12006,0.1731,703,4.1,8,MORTGAGE,debt_consolidation,0.4378,41-60,F,south,0,validation
42043,23971,0.6487,721,7.6,5,MORTGAGE,home_improvement,0.505,41-60,F,east,1,train
81076,43215,0.394,690,5.3,4,RENT,debt_consolidation,0.8642,26-40,M,west,0,train
81049,7823,0.0719,697,8.6,4,OWN,debt_consolidation,0.3874,41-60,M,south,0,validation
19764,2128,0.0585,715,6.7,5,RENT,debt_consolidation,0.3755,26-40,F,south,0,train
82465,49871,0.75,695,0.8,5,MORTGAGE,debt_consolidation,0.8098,41-60,M,west,1,train
30020,7314,0.1221,787,7.5,6,RENT,home_improvement,0.4918,18-25,F,south,0,test
67070,13905,0.2698,619,9.2,7,RENT,medical,0.1043,26-40,F,north,0,test
44732,18438,0.3569,709,8.4,4,OWN,major_purchase,0.7223,18-25,M,west,1,train
40936,8153,0.2141,696,26.9,7,MORTGAGE,medical,0.1267,26-40,F,north,0,train
35544,17393,0.4544,769,7.8,5,MORTGAGE,debt_consolidation,0.2567,41-60,F,north,1,train
34304,7263,0.1406,677,2.8,5,RENT,debt_consolidation,0.1258,60+,M,north,0,train
94797,49820,0.4972,664,3.5,1,MORTGAGE,major_purchase,0.2381,41-60,F,north,1,validation
85066,20709,0.2225,680,10.3,7,OWN,debt_consolidation,0.4877,60+,M,south,0,train
27302,13704,0.4719,627,2.7,4,RENT,home_improvement,0.3938,26-40,M,south,0,train
93772,32733,0.3088,698,4.4,5,MORTGAGE,home_improvement,0.5335,41-60,M,east,0,train
18000,3215,0.157,676,9.9,5,MORTGAGE,small_business,0.3506,41-60,M,south,0,train
70377,12992,0.2421,611,2.8,8,MORTGAGE,debt_consolidation,0.8718,60+,F,west,1,train
42026,8480,0.161,666,12.4,3,RENT,medical,0.3411,26-40,F,south,0,validation
47949,19543,0.5401,698,4.9,2,RENT,medical,0.7115,18-25,F,west,1,test
42637,27171,0.75,647,3.4,4,MORTGAGE,debt_consolidation,0.1732,41-60,M,north,0,validation
49336,33388,0.75,725,10.2,10,OWN,major_purchase,0.8583,18-25,F,west,1,test
68627,18435,0.1555,765,4.9,3,MORTGAGE,major_purchase,0.6739,41-60,M,east,0,test
117199,69882,0.4703,664,3.8,2,RENT,debt_consolidation,0.6232,26-40,F,east,1,train
68779,22275,0.1643,717,8.6,5,RENT,home_improvement,0.1261,41-60,F,north,0,train
28418,3800,0.1853,659,4.2,4,RENT,home_improvement,0.6063,41-60,M,east,0,train
66047,15311,0.2836,580,2.7,4,RENT,debt_consolidation,0.8016,26-40,F,west,1,train
113620,57284,0.6305,742,1.5,5,MORTGAGE,home_improvement,0.5227,41-60,M,east,1,test
79148,26236,0.2032,652,4.8,4,MORTGAGE,major_purchase,0.3603,60+,M,south,0,test
81549,39522,0.6175,621,2.1,5,MORTGAGE,small_business,0.6741,26-40,M,east,1,train
67978,36565,0.4004,670,15.0,2,OWN,debt_consolidation,0.4075,26-40,F,south,0,train
47324,18543,0.2033,732,5.0,5,RENT,debt_consolidation,0.5912,26-40,F,east,0,test
60250,22482,0.1906,663,3.6,8,OWN,debt_consolidation,0.4808,41-60,F,east,0,train
43484,4785,0.1221,652,7.6,3,MORTGAGE,home_improvement,0.6184,26-40,M,east,0,validation
50074,28145,0.3613,642,2.8,2,RENT,debt_consolidation,0.4265,41-60,M,south,0,train
81308,20875,0.161,704,9.9,7,MORTGAGE,debt_consolidation,0.228,26-40,F,north,0,train
39083,26740,0.75,713,5.0,2,MORTGAGE,medical,0.5873,41-60,F,east,1,train
34680,5893,0.2005,634,2.2,7,MORTGAGE,major_purchase,0.4174,18-25,M,south,0,validation
30001,3471,0.1057,677,5.3,2,RENT,debt_consolidation,0.6117,41-60,F,east,0,train
48446,5502,0.088,691,5.8,6,RENT,major_purchase,0.5927,26-40,F,east,0,train
23045,5517,0.2779,638,6.6,3,MORTGAGE,home_improvement,0.6035,26-40,F,east,1,train
97368,38535,0.475,648,5.4,3,OWN,debt_consolidation,0.5864,26-40,F,east,0,train
87920,53350,0.3386,815,9.1,3,OWN,debt_consolidation,0.375,41-60,F,south,0,train
48167,17354,0.3379,670,8.6,6,RENT,major_purchase,0.293,41-60,M,south,0,train
40871,12878,0.4091,686,5.7,1,MORTGAGE,debt_consolidation,0.5869,41-60,F,east,1,train
57565,35494,0.4781,620,15.1,4,MORTGAGE,major_purchase,0.5578,18-25,F,east,0,train
28977,9299,0.3239,815,3.4,4,MORTGAGE,major_purchase,0.2504,26-40,F,north,0,train
94032,43782,0.5953,724,8.8,5,MORTGAGE,major_purchase,0.5272,26-40,F,east,0,train
48929,6942,0.1904,792,4.2,6,RENT,debt_consolidation,0.4076,18-25,F,south,0,train
56623,33362,0.3397,655,8.6,5,MORTGAGE,debt_consolidation,0.4362,26-40,M,east,1,train
35212,14444,0.318,756,8.2,6,MORTGAGE,home_improvement,0.4141,41-60,M,south,0,test
73581,29092,0.2306,762,10.8,6,RENT,major_purchase,0.3685,26-40,M,south,0,train
45920,25041,0.5768,534,20.1,5,RENT,debt_consolidation,0.1539,26-40,F,north,0,train
33008,12855,0.4024,647,4.4,2,RENT,debt_consolidation,0.8562,41-60,M,west,0,train
36152,21363,0.5238,724,9.2,3,MORTGAGE,debt_consolidation,0.3143,18-25,M,north,0,train
58771,24934,0.4303,628,7.7,6,RENT,home_improvement,0.164,26-40,M,north,1,train
56798,22431,0.2331,678,6.7,10,MORTGAGE,major_purchase,0.3712,18-25,F,south,0,train
69289,24319,0.2585,600,6.0,3,RENT,debt_consolidation,0.1476,26-40,M,north,0,train
59003,38181,0.75,640,7.1,5,RENT,major_purchase,0.8807,41-60,M,west,1,train
35755,7539,0.2417,668,9.7,3,RENT,medical,0.8668,26-40,F,west,1,train
25526,7611,0.3964,625,13.5,5,OWN,small_business,0.775,60+,M,west,1,test
61684,17695,0.1884,728,3.4,3,RENT,debt_consolidation,0.6661,18-25,M,east,0,train
55624,30839,0.7362,748,2.5,3,MORTGAGE,debt_consolidation,0.9169,60+,F,west,1,train
46329,23677,0.4774,676,3.8,5,MORTGAGE,medical,0.2528,26-40,M,north,1,train
22164,13730,0.75,685,16.0,5,MORTGAGE,debt_consolidation,0.4444,26-40,M,south,1,train
61555,13086,0.1512,840,8.6,5,MORTGAGE,medical,0.4279,26-40,F,south,0,train
20547,2233,0.057,654,4.9,7,RENT,medical,0.2564,26-40,F,north,0,train
58777,14680,0.3455,665,6.5,5,MORTGAGE,debt_consolidation,0.2711,41-60,M,north,1,train
30197,5692,0.256,745,11.7,3,RENT,debt_consolidation,0.2406,26-40,F,north,0,train
77721,43426,0.5208,602,4.7,5,RENT,medical,0.8621,26-40,F,west,1,train
70296,18873,0.3464,710,2.2,2,MORTGAGE,home_improvement,0.225,60+,F,north,0,train
98273,40490,0.5356,752,1.6,7,MORTGAGE,debt_consolidation,0.1645,26-40,F,north,1,validation
55439,7866,0.1591,695,5.9,5,RENT,debt_consolidation,0.5941,60+,M,east,0,train
37849,14119,0.3753,767,13.0,2,OWN,home_improvement,0.4186,18-25,M,south,1,train
79317,37768,0.5372,675,1.5,3,RENT,debt_consolidation,0.7683,26-40,M,west,1,train
33203,2208,0.0557,713,6.2,8,MORTGAGE,debt_consolidation,0.1428,41-60,M,north,0,test
57108,31587,0.3232,759,2.6,6,MORTGAGE,debt_consolidation,0.435,41-60,M,south,1,train
73994,10093,0.1232,607,2.3,5,MORTGAGE,major_purchase,0.1638,60+,M,north,0,train
61819,20368,0.2838,750,10.8,1,MORTGAGE,major_purchase,0.3235,26-40,F,south,0,train
45961,20459,0.404,726,8.4,7,RENT,medical,0.3441,26-40,M,north,0,train
44579,12417,0.3899,674,2.4,5,MORTGAGE,debt_consolidation,0.4888,18-25,F,south,1,train
41744,18384,0.348,643,8.7,4,MORTGAGE,debt_consolidation,0.3971,41-60,F,south,0,train
120384,28349,0.1381,622,23.7,3,RENT,major_purchase,0.6744,26-40,F,east,0,train
26328,6681,0.1496,717,3.8,5,OWN,debt_consolidation,0.3781,26-40,M,south,0,test
27342,2633,0.0675,571,8.1,5,MORTGAGE,major_purchase,0.8015,41-60,F,west,1,train
114550,53229,0.5118,647,7.8,5,MORTGAGE,debt_consolidation,0.3525,41-60,F,south,0,train
60273,6810,0.0636,669,5.4,8,RENT,debt_consolidation,0.4087,41-60,M,south,0,validation
71316,11140,0.1831,752,5.2,5,RENT,home_improvement,0.162,41-60,F,north,0,train
50131,14523,0.3855,746,7.1,6,MORTGAGE,small_business,0.288,60+,F,south,0,train
30358,6425,0.2357,786,2.4,6,MORTGAGE,medical,0.4597,60+,F,south,0,train
38037,10851,0.3276,690,7.9,8,MORTGAGE,major_purchase,0.2487,41-60,F,north,0,train
64718,34681,0.3272,717,9.2,5,MORTGAGE,major_purchase,0.2262,26-40,M,north,0,train
33222,13842,0.2704,731,6.3,5,OWN,debt_consolidation,0.1763,26-40,M,north,0,test
49104,17773,0.3372,694,14.3,5,RENT,medical,0.1904,18-25,F,north,0,train
70587,29763,0.4072,752,6.0,8,RENT,major_purchase,0.1966,60+,F,north,0,train
37749,18826,0.3002,686,12.7,4,MORTGAGE,medical,0.3712,41-60,M,south,0,test
87719,54868,0.6194,704,1.5,7,RENT,home_improvement,0.6041,26-40,F,east,1,validation
63093,37817,0.75,681,7.8,5,RENT,debt_consolidation,0.2622,41-60,M,north,0,train
37497,9838,0.2134,604,17.4,5,MORTGAGE,debt_consolidation,0.2303,18-25,M,north,1,train
56947,32286,0.75,741,18.0,7,MORTGAGE,home_improvement,0.3263,26-40,M,south,0,train
94749,17774,0.2454,819,4.8,3,MORTGAGE,debt_consolidation,0.2114,26-40,M,north,0,validation
101151,9912,0.0523,552,25.3,3,OWN,medical,0.2337,60+,M,north,0,train
38845,6150,0.1759,739,4.2,4,MORTGAGE,small_business,0.6909,41-60,F,east,0,train
59178,31555,0.6313,760,6.4,6,MORTGAGE,small_business,0.3022,41-60,F,south,0,validation
37045,9806,0.3218,667,2.0,9,RENT,major_purchase,0.36,18-25,M,south,1,train
57038,22973,0.5501,689,11.8,3,OWN,medical,0.4039,41-60,M,south,0,train
43770,14976,0.3801,616,6.6,7,RENT,debt_consolidation,0.8727,26-40,M,west,1,train
58768,13094,0.2158,810,4.0,6,MORTGAGE,major_purchase,0.7494,18-25,F,east,0,validation
18000,8966,0.4454,794,9.2,2,OWN,medical,0.2159,18-25,M,north,1,train
91703,18165,0.1521,668,12.7,6,RENT,debt_consolidation,0.2296,41-60,M,north,0,validation
48171,6488,0.182,492,2.3,5,RENT,home_improvement,0.3226,41-60,M,south,1,train
50695,31209,0.528,656,2.5,3,RENT,debt_consolidation,0.8254,26-40,F,west,1,train
85256,16492,0.2241,614,1.2,8,MORTGAGE,major_purchase,0.6799,26-40,F,west,1,train
21347,13272,0.5832,718,11.7,12,MORTGAGE,small_business,0.6561,26-40,F,east,1,train
53077,6404,0.07,725,3.7,3,RENT,major_purchase,0.5859,18-25,F,east,0,train
48392,13502,0.2029,634,4.5,5,RENT,home_improvement,0.1655,41-60,M,north,0,train
40338,9758,0.1858,761,5.0,6,MORTGAGE,home_improvement,0.8373,18-25,F,west,1,train
67653,20607,0.1974,730,8.2,4,MORTGAGE,home_improvement,0.4352,26-40,F,south,0,validation
40025,6596,0.1487,723,22.3,7,OWN,medical,0.6489,26-40,M,east,0,train
66282,42501,0.4045,686,10.0,3,RENT,medical,0.7661,26-40,F,west,1,train
28821,13555,0.3318,609,7.8,3,MORTGAGE,small_business,0.6046,60+,M,east,1,test
31010,14203,0.3699,621,16.1,6,MORTGAGE,debt_consolidation,0.7133,26-40,F,east,1,train
100197,54289,0.4494,733,0.6,3,RENT,small_business,0.7179,41-60,F,west,1,train
42565,21862,0.3161,668,1.1,7,MORTGAGE,debt_consolidation,0.538,26-40,M,east,1,train
72890,12318,0.105,785,4.5,5,OWN,medical,0.6146,41-60,F,east,0,train
86364,51341,0.3347,736,10.8,6,MORTGAGE,debt_consolidation,0.1552,60+,M,north,1,train
46995,18980,0.4309,720,9.5,4,MORTGAGE,home_improvement,0.9278,26-40,M,west,1,train
32043,3290,0.1179,686,4.5,5,MORTGAGE,home_improvement,0.2387,18-25,M,north,0,test
36243,2343,0.0547,717,5.5,4,OWN,debt_consolidation,0.1287,26-40,M,north,0,train
41919,19853,0.2767,685,8.8,7,MORTGAGE,small_business,0.9183,18-25,F,west,1,train
107879,65123,0.6703,666,4.8,6,MORTGAGE,small_business,0.2079,41-60,M,north,0,train
63386,6175,0.1043,689,2.4,4,MORTGAGE,debt_consolidation,0.5621,41-60,F,east,0,validation
73406,20590,0.1915,711,16.3,6,OWN,home_improvement,0.3756,41-60,F,south,0,train
73439,30118,0.4135,700,6.1,4,OWN,debt_consolidation,0.2574,18-25,M,north,0,train
78617,29825,0.2234,677,2.1,3,RENT,small_business,0.7809,41-60,F,west,1,train
164378,36339,0.1522,681,3.9,8,RENT,debt_consolidation,0.8139,26-40,F,west,1,train
32095,4888,0.1851,562,2.1,7,MORTGAGE,home_improvement,0.177,26-40,M,north,0,train
57942,24690,0.2526,603,13.2,4,MORTGAGE,major_purchase,0.6902,18-25,M,west,0,test
95608,21019,0.2186,716,6.3,2,MORTGAGE,home_improvement,0.1739,18-25,M,north,0,train
66755,24248,0.4298,798,4.0,9,MORTGAGE,home_improvement,0.1254,60+,F,north,0,train
49680,31217,0.589,713,2.6,6,RENT,major_purchase,0.173,18-25,F,north,1,train
33670,13897,0.3837,595,6.8,7,RENT,home_improvement,0.8223,41-60,M,west,1,train
39369,18648,0.243,683,1.8,5,MORTGAGE,home_improvement,0.3302,18-25,F,south,0,train
34221,10236,0.4047,645,2.3,6,RENT,major_purchase,0.3493,26-40,M,south,0,train
52718,28286,0.7407,732,8.5,9,RENT,major_purchase,0.1596,41-60,M,north,0,train
38407,21410,0.6701,694,2.4,2,RENT,debt_consolidation,0.9692,26-40,M,west,0,train
83758,38706,0.4209,690,19.4,6,MORTGAGE,debt_consolidation,0.5582,60+,F,east,0,test
45942,18293,0.3985,719,15.4,5,MORTGAGE,debt_consolidation,0.5848,41-60,M,east,1,train
55652,19492,0.4706,742,3.2,5,MORTGAGE,debt_consolidation,0.4833,26-40,F,south,1,train
24477,5243,0.2968,570,7.8,7,OWN,debt_consolidation,0.6402,41-60,F,east,0,train
71325,18313,0.2456,734,1.0,3,RENT,home_improvement,0.2163,41-60,M,north,0,train
49726,5917,0.078,772,6.5,6,MORTGAGE,medical,0.4186,41-60,F,south,0,train
36069,2505,0.0882,634,3.9,5,OWN,small_business,0.7711,60+,F,west,0,train
29550,9184,0.3431,840,6.2,5,OWN,home_improvement,0.3937,18-25,F,south,0,test
48799,13862,0.2298,708,4.5,5,MORTGAGE,debt_consolidation,0.2242,60+,M,north,0,train
61990,21241,0.2541,637,0.8,3,RENT,major_purchase,0.1277,26-40,F,north,1,validation
73410,5912,0.1024,695,10.8,4,MORTGAGE,medical,0.3712,26-40,F,south,0,train
99006,54790,0.3875,636,3.0,3,RENT,debt_consolidation,0.4494,18-25,M,south,0,train
61496,31031,0.6077,687,5.3,5,RENT,debt_consolidation,0.6618,41-60,F,east,1,train
63002,37764,0.75,604,11.5,5,RENT,small_business,0.4991,18-25,F,east,0,train
39884,25523,0.6227,638,5.6,7,MORTGAGE,home_improvement,0.405,41-60,M,south,0,train
104484,43182,0.474,642,7.2,8,MORTGAGE,debt_consolidation,0.4593,26-40,M,south,0,validation
31894,18828,0.5229,729,11.3,4,OWN,major_purchase,0.5469,26-40,M,east,1,train
23912,15424,0.6505,700,1.0,8,RENT,major_purchase,0.6068,26-40,F,east,1,validation
69233,31455,0.3991,823,7.9,3,MORTGAGE,debt_consolidation,0.7942,41-60,M,west,1,train
72265,18113,0.1815,715,2.0,5,MORTGAGE,medical,0.3195,41-60,M,north,0,train
26420,7403,0.2332,786,14.6,6,OWN,debt_consolidation,0.8496,26-40,F,west,1,train
25824,12619,0.5439,652,2.3,5,OWN,debt_consolidation,0.3024,26-40,M,north,0,validation
45164,15799,0.2301,570,10.3,3,RENT,debt_consolidation,0.1803,26-40,M,north,0,train
46039,27530,0.3145,708,15.2,4,RENT,home_improvement,0.5458,26-40,M,east,0,train
48242,13954,0.2438,840,6.6,10,RENT,medical,0.8434,18-25,M,west,0,test
58820,35341,0.75,697,2.8,4,MORTGAGE,home_improvement,0.5738,26-40,M,east,1,validation
53624,6718,0.0649,696,6.2,7,RENT,major_purchase,0.565,41-60,M,east,0,train
52164,12629,0.1722,703,8.8,6,MORTGAGE,home_improvement,0.6233,18-25,M,east,0,train
45768,6271,0.1712,688,7.9,4,MORTGAGE,debt_consolidation,0.2559,26-40,M,north,0,validation
26464,16865,0.6049,731,13.5,9,OWN,debt_consolidation,0.6838,41-60,F,east,1,validation
44708,23299,0.2924,755,2.4,4,MORTGAGE,medical,0.3937,41-60,F,south,0,train
34791,16699,0.2666,667,4.4,6,RENT,major_purchase,0.8973,41-60,F,west,1,validation
64872,12105,0.1293,703,1.3,4,RENT,debt_consolidation,0.143,18-25,M,north,0,train
58937,7270,0.0667,570,23.1,10,MORTGAGE,debt_consolidation,0.2512,41-60,M,north,0,train
48172,29429,0.4921,776,4.2,8,MORTGAGE,major_purchase,0.6276,18-25,F,east,0,train
28956,11595,0.542,634,23.5,7,MORTGAGE,medical,0.3264,60+,M,north,0,test
21079,1543,0.0904,576,1.6,4,RENT,medical,0.2424,26-40,M,north,0,train
73868,18811,0.3028,725,5.6,6,MORTGAGE,medical,0.5589,26-40,M,east,1,train
64306,18973,0.3938,649,16.8,7,MORTGAGE,home_improvement,0.2112,41-60,M,north,0,train
88446,28565,0.2932,520,15.5,3,MORTGAGE,home_improvement,0.7922,41-60,F,west,0,train
50094,23733,0.2957,726,13.2,4,OWN,major_purchase,0.3074,18-25,F,south,0,validation
69633,38863,0.737,632,7.1,5,RENT,medical,0.5812,41-60,F,east,1,test
39430,22523,0.5435,630,3.3,8,MORTGAGE,small_business,0.891,26-40,F,west,0,train
32238,21996,0.75,712,4.6,1,MORTGAGE,major_purchase,0.2052,41-60,F,north,1,train
60883,38114,0.7129,586,4.2,5,RENT,home_improvement,0.1955,26-40,F,north,0,train
60186,37510,0.5843,614,1.5,3,RENT,debt_consolidation,0.4118,26-40,M,south,1,train
53126,17654,0.3036,595,8.5,3,OWN,debt_consolidation,0.2241,41-60,M,north,0,train
96802,10544,0.1243,620,13.4,4,RENT,major_purchase,0.2734,26-40,M,north,0,train
37955,15478,0.3003,751,4.0,4,MORTGAGE,debt_consolidation,0.3543,41-60,F,south,1,train
79140,13174,0.1334,713,13.3,5,MORTGAGE,medical,0.1989,60+,F,north,0,train
73873,11330,0.1952,660,7.0,5,RENT,medical,0.6803,26-40,M,east,0,train
81361,30500,0.4255,679,2.7,6,MORTGAGE,major_purchase,0.1933,26-40,M,north,1,train
46294,30783,0.5205,780,10.7,6,RENT,debt_consolidation,0.4534,60+,F,south,0,train
38931,13642,0.2822,693,10.4,7,RENT,medical,0.103,41-60,M,north,0,validation
50707,9022,0.1724,689,6.8,5,MORTGAGE,major_purchase,0.4809,26-40,F,south,0,test
90451,47017,0.3217,677,0.7,5,MORTGAGE,debt_consolidation,0.9113,26-40,F,west,1,train
90870,28448,0.3974,770,7.6,4,RENT,medical,0.326,60+,M,south,0,train
66849,32772,0.6257,674,5.5,6,RENT,debt_consolidation,0.1913,41-60,F,north,0,train
80812,25197,0.3856,645,4.6,4,RENT,debt_consolidation,0.4757,26-40,M,south,0,train
30381,8166,0.3086,744,3.8,2,RENT,debt_consolidation,0.6351,41-60,M,east,0,validation
53049,31033,0.75,651,0.9,5,RENT,major_purchase,0.6026,41-60,M,east,1,test
41103,15499,0.1949,749,4.2,4,MORTGAGE,debt_consolidation,0.3341,26-40,M,south,1,test
57381,31287,0.438,787,3.7,2,RENT,medical,0.8075,41-60,M,west,1,train
77292,34008,0.3296,745,27.5,6,MORTGAGE,medical,0.44,18-25,F,south,0,train
40194,20001,0.3397,710,5.1,7,RENT,major_purchase,0.9133,41-60,F,west,1,test
62646,37432,0.3725,585,10.4,6,RENT,medical,0.3549,26-40,F,south,1,test
59137,31549,0.363,664,9.5,5,RENT,small_business,0.8241,60+,F,west,1,train
66253,10999,0.1566,732,10.7,12,MORTGAGE,debt_consolidation,0.4679,26-40,F,south,0,train
61882,31837,0.4011,689,18.7,6,MORTGAGE,home_improvement,0.6185,26-40,M,east,1,validation
93990,32729,0.4604,673,5.1,6,RENT,home_improvement,0.2088,60+,M,north,1,test
73149,47126,0.3456,765,9.8,10,MORTGAGE,debt_consolidation,0.5478,26-40,F,east,0,train
